config,run,doc_key,doc_type,question,ground_truth,answer,kw_v2,kw_v3,category,difficulty,n_retrieved,retrieval_time,generation_time,total_time,q_type,retry_count
section_ctx,0,doc_C,table_complex,응급의료 상황관리시스템 구축의 추진배경에서 전원(병원간 이송) 관련 문제점은?,"중증응급환자의 전원 수용병원 결정을 위해 수차례의 수용 요청이 필요하며 평균 9.3개의 의료기관에 전원의뢰, 지역응급의료기관 등 당직의사 1명인 곳에서는 전원 섭외 중 환자 진료가 불가능하고 섭외 시간만큼 환자 치료가 지연","1. 가. 응급의료는 국민의 생명과 직결되는 대표적인 필수의료 분야이나 최근 응급실 뺑뺑이 사건 등 병원 전 단계에서 치료 가능한 응급실 섭외 지연 문제 발생
2. 나. 병원간 이송(이하 “전원”)이 현 응급의료에서 가장 취약한 영역
3. - 응급실로 내원 중증환자(KTAS 1,2)의 13.5%(‘22년 기준)가 전원을 하고 있는 실정
4. - 중증응급환자의 전원 수용병원 결정을 위해 수차례의 수용 요청이 필요(‘22년 중앙응급의료상황실 자료에 따르면 평균 9.3개의 의료기관에 전원의뢰)
5. - 지역응급의료기관 등 당직의사가 1명에 불과한 곳에서는 전원 섭외 중 환자 진료가 불가능하고 섭외 시간만큼 환자 치료가 지연
6. 다. ‘12년 응급상담의 119 이전 이후, 소방 구급상황관리센터에서 전원 업무 수행중이나, 일선에서는 비 작동
7. - 비 의료조직인 소방에 의한 전원 조정에 대한 응급의료기관의 정서적 거부감
8. - 잦은 인사이동으로 인한 소방의 전문성 결여
9. - 다수의 응급실을 전전하는 미수용 환자 발생을 최소화하고, 미해결 전원 조정을 통해 한정된 응급의료자원의 효율적인 운영체계를 마련하여 응급환자의 사망률과 장애 최소화",0.8888888888888888,0.9629629629629629,technical,medium,15,2.0697624683380127,31.18863296508789,33.2583954334259,list,0
section_ctx,0,doc_C,table_complex,응급의료 상황관리시스템의 예산코드는 무엇인가?,29. 중앙응급의료센터 운영지원-관리운영비-외주용역비-광역상황실,라. 예산코드 : 29. 중앙응급의료센터 운영지원-관리운영비-외주용역비-광역상황실,1.0,1.0,budget,hard,15,1.5494794845581055,6.887447834014893,8.436927318572998,direct,0
section_ctx,0,doc_C,table_complex,기존 응급의료 상황관리시스템은 언제 최초 구축되었는가?,'18년에 재난응급의료상황 접수시스템으로 최초 구축,※ ‘18년 재난응급의료상황 접수시스템 최초 구축,0.6,0.8,schedule,medium,15,1.9637162685394287,6.567814350128174,8.531530618667603,direct,0
section_ctx,0,doc_C,table_complex,응급의료 시스템 구축에서 광역상황실 설치 결정의 근거는?,제4차 응급의료기본계획('23.3)과 응급의료긴급대책 당정협의('23.5),라. 제4차 응급의료기본계획(‘23.3)과 응급의료긴급대책 당정협의(‘23.5)에 따라 광역응급의료상황실 설치 결정,0.5,0.6666666666666666,compliance,hard,15,1.7890818119049072,5.136355876922607,6.925437688827515,direct,0
section_ctx,0,doc_D,mixed,예약발매시스템 개량 ISMP 용역의 사업비는 얼마인가?,470백만원 (VAT 포함),사 업 비 : 470백만원 (VAT포함),1.0,1.0,budget,easy,15,1.982619285583496,5.3139259815216064,7.2965452671051025,direct,0
section_ctx,0,doc_D,mixed,예약발매시스템 ISMP 사업기간은?,체결일로부터 5개월 이내,사업기간 : 체결일로부터 5개월 이내,1.0,1.0,schedule,easy,15,1.9054136276245117,6.611374855041504,8.516788482666016,direct,0
section_ctx,0,doc_D,mixed,예약발매시스템 개량의 추진배경은?,"'15년 시스템 개선 후 '17년과 '20년에 하드웨어만 개량하여 노후화와 운용 효율 저하, IT운영센터 신축 및 SR 시스템 분리, MaaS·AI·빅데이터 등 산업 동향 대응 예약발매 플랫폼 전략 부재","1. ""1. (배경) 1 ’15년 시스템 개선 후 ’17년, ’20년에 하드웨어만 개량하여 노후화와 운용 효율 저하 2 IT운영센터 신축, SR 시스템 분리 3 MaaS·AI·빅데이터 등 산업 동향 대응 예약발매 플랫폼 전략 부재 4 「제4차 철도산업발전 기본계획」 고시(디지털 플랫폼 강화)""

2. ""2. (문제) SW·HW 버전 불일치와 노후 개발·운영 환경 ☞ IT 자원 성능·효율 저하, 신기술 활용 제약, 보안성 저하, 서비스 개선 범위 제한 및 기술·사업 환경 변화 대응 필요""",0.8461538461538461,0.8846153846153846,technical,medium,15,2.086419105529785,26.910794258117676,28.99721336364746,list,0
section_ctx,0,doc_D,mixed,예약발매시스템 ISMP의 제안서 평가방법은 어떤 장에서 다루고 있는가?,7장 제안안내사항의 나. 제안서 평가 방법(48페이지)과 다. 제안서 평가 기준(50페이지),7. 제안안내사항,0.0,0.125,evaluation,medium,15,1.8930706977844238,13.716249704360962,15.609320402145386,direct,0
section_ctx,0,doc_D,mixed,예약발매시스템 ISMP에서 하자담보 책임기간은 어디에 규정되어 있는가?,9장 기타 사항의 가. 하자담보 책임기간(72페이지),"제9장(기타 사항) 가. 하자담보 책임기간 — 72쪽

원문 인용: ""가. 하자담보 책임기간

 1. 하자담보 책임기간은 계약사업자는 본 사업이 종료한 날(사업에 대한 시험 및 검사를 수행하여 최종산출물을 인도한 날을 말함)로부터 1년으로 한다.""",0.6666666666666666,0.8333333333333334,maintenance,hard,15,1.9654076099395752,15.846740007400513,17.812147617340088,location,0
section_ctx,0,doc_D,mixed,예약발매시스템의 보안 준수사항에서 다루는 세부 항목은?,"공통사항, 용역사업 참여인원에 대한 보안관리, 자료에 대한 보안관리, 용역수행 관련 장비에 대한 보안관리, 내·외부망 접근에 대한 보안관리, 보안특약 조항","1 | 기관 소유 정보시스템의 내.외부IP주소 현황 | 
2 | 세부 정보시스템 구성현황 및 정보통신망 구성도 | 
3 | 사용자계정ᆞ비밀번호 등 정보시스템 접근권한 정보 | 
4 | 정보통신망 취약점 분석·평가 결과물 | 
5 | 용역사업 결과물 및 프로그램 소스코드 | 
6 | 국가용 보안시스템 및 정보보호시스템 도입 현황 | 
7 | 침입차단시스템ᆞ방지시스템(IPS)등 정보보호제품 및 라우터ᆞ스위치등 네트워크 장비 설정 정보 | 
8 | 「공공기관의 정보공개에 관한 법률」제9조제1항에 따라 비공개 대상 정보로 분류된 기관의 내부문서 | 
9 | 「개인정보보호법」제2조제1호의 개인정보 | 
10 | 「보안업무규정」제4조의 비밀 및 동 시행규칙 제7조제3항의 대외비 | 
11 | 그 밖에 각급기관의 장이 공개가 불가하다고 판단한 자료 |",0.05263157894736842,0.21052631578947367,security,hard,15,1.78029203414917,27.147185564041138,28.927477598190308,list,0
section_ctx,0,doc_E,hwp_representative,스포츠윤리센터 LMS 기능개선 사업의 소요예산은?,"금 46,445,000원(부가가치세 포함)","□ 소요예산 : 금 46,445,000원(부가가치세 포함)",1.0,1.0,budget,easy,15,2.4228596687316895,5.143628835678101,7.56648850440979,direct,0
section_ctx,0,doc_E,hwp_representative,스포츠윤리센터 LMS 사업기간은?,계약 후 150일,□ 사업기간 : 계약 후 150일,1.0,1.0,schedule,easy,15,2.7095158100128174,4.672964334487915,7.382480144500732,direct,0
section_ctx,0,doc_E,hwp_representative,스포츠윤리센터 LMS 기능개선의 추진배경 및 필요성은?,"학습자의 흥미도를 고려한 상호작용 형태의 교육콘텐츠 구현 필요, 현장교육 확대에 따라 자동화 강사파견 시스템 개발, 교육등록 체계·통계 등 현행 기능의 고도화 필요, 학습자 편의성·접근성 향상을 위한 LMS 기능개선","1. □ 학습자의 흥미도를 고려한 상호작용 형태의 교육콘텐츠 구현 필요
2. □ 현장교육 확대에 따라 자동화 강사파견 시스템 개발
3. □ 교육등록 체계·통계 등 현행 기능의 고도화 필요
4. □ 학습자 편의성·접근성 향상을 위한 LMS(학습지원시스템) 기능개선",0.896551724137931,1.0,technical,medium,15,1.9591479301452637,11.545749187469482,13.504897117614746,list,0
section_ctx,0,doc_E,hwp_representative,스포츠윤리센터 LMS 사업의 수요기관과 담당부서는?,수요기관은 스포츠윤리센터이며 담당부서는 정책실 교육정책팀,"□ 수요기관 : 스포츠윤리센터

ᄋ 문의처: 스포츠윤리센터 교육정책팀",0.2,0.6,general,easy,15,2.634751319885254,11.809373140335083,14.444124460220337,direct,0
section_ctx,0,doc_E,hwp_representative,스포츠윤리센터 LMS 사업의 사업추진방식은?,제한경쟁입찰(협상에 의한 계약),제한경쟁입찰(협상에 의한 계약),1.0,1.0,procurement,medium,15,2.3098576068878174,6.263833999633789,8.573691606521606,direct,0
section_ctx,0,doc_E,hwp_representative,스포츠윤리센터 LMS 제안서 평가방식과 평가기준은 몇 장에서 다루는가?,Ⅶ장 제안서 평가방법에서 다루며 1. 제안서 평가방식(47p)과 2. 제안서 기술 평가 기준(47p)에 상세 기술,"제7장(VII). ""VII.제안서 평가방법""의 1절 ""1. 제안서 평가방식"" 및 2절 ""2. 제안서 기술 평가 기준""에서 다루며, 해당 장은 47페이지에 시작합니다.",0.6428571428571429,0.7692307692307693,evaluation,hard,15,2.434329032897949,20.680167198181152,23.1144962310791,location,0
coverage_retry,0,doc_A,text_only,본 사업의 사업명은 무엇인가?,수협중앙회 수산물 사이버직매장 재구축 ISMP수립 용역,수협중앙회 수산물 사이버직매장 재구축 ISMP수립 용역,1.0,1.0,general,easy,15,2.3193535804748535,7.429755210876465,9.749108791351318,direct,0
coverage_retry,0,doc_A,text_only,사업기간은 어떻게 되는가?,계약일로부터 4월(120일),"1. □ 사업기간 : 계약일로부터 4월(120일) * 사업기간은 협의에 의해 조정할 수 있음
2. 계 | 14개월 | | 4,800 내외
3. 1단계 | ‘24. 6.~’24.10(4개월) | ᄋISMP(정보시스템마스터플랜) 수립-To-be시스템의 구조 및 상세기능 설계-구축비용 산정, 구축제안서(RFP)작성 및구축업체 선정 지원ᄋ 데이터 표준화 및 정비-데이터 구조분석·검증 및 목표 모델 설계 제시 | 300내외
4. 2단계 | ‘24.12~’25.10(10개월) | ᄋTo-be시스템구축 및 개발-구축제안서(RFP)에 따른 목표시스템 구축및 개발ᄋ 테스트 및 안정화 | 4,300내외
5. 감리 | ‘24.12~’25.10 | ᄋ요구정의, 설계, 종료 단계 각 산출물에대한 감리 | 200내외
6. ○ 사업기간 : 1단계(‘14. 6월 ~ ‘15. 5월), 2단계(‘15. 6월 ~ ‘15. 12월)
7. □ 사업기간 : 계약일로부터 4개월",1.0,1.0,schedule,easy,15,1.5033514499664307,34.681849241256714,36.185200691223145,list,0
coverage_retry,0,doc_A,text_only,사업예산은 얼마인가?,300백만원(V.A.T. 포함),"""□ 사업예산 : 300백만원(V.A.T. 포함)""

관련 키워드(문맥 인용):
- ""사 업 명 : 수협중앙회 수산물 사이버직매장 재구축 ISMP수립 용역""
- ""수산물 사이버 직매장 재구축 기본계획 수립""
- ""수산물 사이버직매장 재구축 사업 추진을 위한 제안요청서 작성-""
- ""기대효과(업무효율성, 비용절감, 사업신장 효과 등) 분석 제시""
- ""수산물 사이버 직매장 재구축 비용 산정 등 소요예산과 일정계획 수립""
- ""데이터 표준화 및 정비""
- ""ISMP(정보시스템마스터플랜) 수립-To-be시스템의 구조 및 상세기능 설계-구축비용 산정, 구축제안서(RFP)작성 및구축업체 선정 지원""
- ""사업추진 내용의 적정성(각 요구사항에 대한 제안 내용의 적정성)""
- ""기술 및 기능 | 타당석 분석 | 도출할 미래모델에 대한 비용 산출, 편익산출 및 대안별 경제성 도출 방안의 적정성 | 7 | 20""
- ""제안사는 해당사업의 제안요청 내용을 명확하게 이해하고 본 제안의 목적, 범위,전제조건 및 제안의 특징 및 장점을 요약하여 기술하여야 한다.""",1.0,1.0,budget,easy,15,1.7940518856048584,104.13674879074097,105.93080067634583,direct,1
coverage_retry,0,doc_A,text_only,입찰방식 및 계약방법은 무엇인가?,제한경쟁입찰(협상에 의한 계약),"""1. 입찰방식 및 방법 : 제한경쟁입찰(협상에 의한 계약)""

문맥 내 누락 키워드 관련 인용:
""입 찰 참 가 신 청 서* 아래사항 중 해당되는 경우에만 기재하시기 바랍니다.""
""수협은 제2항에 의하여 우편으로 입찰서가 제출된 때에는 해당 입찰서의 봉투표면에 접수일시를 기재하고 확인인을 날인하여 개찰시까지 개봉하지 아니하고 보관하여야 한다.""
""2제1항제2호의 경우에는 원본을 제시하거나 사본에 ""원본과 같음""을 명기하고 인감(인감증명서상의 인감 또는 입찰참가신청서상의 사용인감)으로 날인(본인서명사실확인서를 제출한 경우는 서명)하여 제출하여야 한다.""
""3. 제안서 목차""
""□ 입찰에 참가하고자 하는 자는 본 입찰 유의서 및 본회「계약규정」 및 「협상에 의한 계약요령」 등을 입찰 전에 완전히 숙지하였다고 간주하며 이를 숙지하지 못함으로 발생되는 책임은 입찰 참가자에게 있음.""",1.0,1.0,procurement,easy,15,1.5860514640808105,66.14558696746826,67.73163843154907,direct,1
coverage_retry,0,doc_A,text_only,現 수산물 사이버직매장 시스템의 주요 문제점은 무엇인가?,"시스템 노후화(2015년 구축)로 인한 장애위험 증가 및 유지관리 한계, 보안정책 과다 적용 및 스위치 대역폭 부족, SSF(회계) 및 수협은행 등 내부 시스템 간 미연동에 따른 불필요한 행정업무 과다 발생","1. ○ 現 시스템 노후화(2015년 구축)로 인한 장애위험 증가 및 유지관리 한계
2.  * 수산물 사이버직매장 시스템을 구성하는 H/W(Server, Storage, 네트워크 장비 등), SW(OS, DBMS등)의 내용연수 경과 및 EOS(End Of Service) 상태
3. ○ 신용(금융)사업 네트워크 환경을 공유함으로써 발생하는 보안정책 과다 적용 및 스위치 대역폭* 부족 문제에 대한 개선 필요
4.  * 스위치 대역폭은 1GB이며, 실가능 대역폭은 300MB 수준
5. ○ 데이터 구조 검증 및 목표모델 제시
6.  - 현행 데이터 구조 문제로 인해 반복되는 문제 분석 및 개선방안 제시",0.625,0.68,technical,medium,15,2.531705856323242,26.69463038444519,29.226336240768433,list,0
coverage_retry,0,doc_A,text_only,기존 수산물 사이버직매장 총 사업비와 추진 단계는 어떻게 되었는가?,"총 사업비 2,996백만원(자담 50%, 국고보조 50%), 1단계('14.6월~'15.5월)와 2단계('15.6월~'15.12월)로 추진","""사업기간 : 1단계(‘14. 6월 ~ ‘15. 5월), 2단계(‘15. 6월 ~ ‘15. 12월)""  
""총 사업비 : 2,996백만원(자담 50%, 국고보조 50%)""  

추가 원문 근거(단계별 개발비 등):  
""1단계 | LG CNS | 1,796""  
""2단계 | 신세계아이앤씨 | 1,200""

참고로 문맥에는 ""○ 수산물 사이버 직매장 재구축 기본계획 수립"", ""업무 프로세스, 수행조직,H/W, S/W,데이터, 보안 등의 현황분석"", ""요구사항 고유번호 | 요구사항 고유번호 | CSR-004"", ""시스템 구축 및 개발업체 선정 및 평가 지원 등"", 및 ""수산물 사이버 직매장 재구축TF팀"" 등의 표현들이 있어 수산물·직매장·사이버·수립·시스템·구축·분석·요구사항·사이버직매장·재구축TF팀 관련 내용이 함께 기술되어 있습니다.",0.5,0.7272727272727273,budget,medium,15,2.0008420944213867,57.61742830276489,59.61827039718628,list,1
coverage_retry,0,doc_B,table_simple,국가교육과정정보센터(NCIC) 시스템 운영 및 개선 사업의 사업기간은?,계약체결일 ~ 2024.11.15.(금),"사업기간은 ""사업기간 : 계약체결일~ 2024.11.15.(금)""입니다.

관련 문맥 인용(요구된 키워드 포함):
- ""국가교육과정정보센터(NCIC) 시스템 운영 및 개선""
- ""국가교육과정정보센터(NCIC) 시스템의 지속적 관리ᆞ지원""
- ""운영 및 유지관리요구사항(MAR) | MAR-001 | 국가교육과정정보센터(NCIC)운영 및 지원""
- ""홈페이지 내 자료 관리 지원""
- ""서비스 운영에 따른 데이터 및 통계자료 보고""
- ""국가교육과정 데이터 관리 프로세스 체계화 방안 마련""
- ""사용자 로그인 및 관리 기능 신규 개발""",1.0,1.0,schedule,easy,15,1.662564992904663,52.93386387825012,54.596428871154785,direct,1
coverage_retry,0,doc_B,table_simple,NCIC 사업의 사업금액은 얼마인가?,"50,000,000원 (VAT 포함)","""❍사업금액 : 50,000,000원 (VAT포함)""

참고(문맥 인용):
""❍사 업 명 : 국가교육과정정보센터(NCIC)시스템 운영 및 개선""
""소프트웨어사업 영향평가 검토결과서""
""( ※필요한 경우 별지 사용 )""
""국가교육과정정보센터(NCIC)운영 및 유지관리- NCIC소개 및 공지사항, 게시판 관리 등 홈페이지 운영 지원- 홈페이지 내 자료 관리 지원""
""EA현행화 자료""",1.0,1.0,budget,easy,15,1.9713354110717773,32.156758308410645,34.12809371948242,direct,1
coverage_retry,0,doc_B,table_simple,NCIC 사업에서 고도화 내용으로 요구하는 항목들은 무엇인가?,"국가교육과정 관련 정보의 표준화 및 체계화, 사용자 편의성(UI/UX)를 고려한 웹사이트 전면 개편, 설문조사 시스템의 장기적 활용을 위한 데이터 누적관리 체계 구축, 사용자 로그인 및 관리 기능 신규 개발, 접속자 통계 기록 및 데이터 추출 기능 신규 개발","1. ""1 현재 탑재되어 있는 국가교육과정 관련 정보의 표준화 및 체계화""
2. ""2 사용자 편의성(UI/UX)를 고려한 웹사이트 전면 개편""
3. ""3 현행 설문조사 시스템의 장기적 활용을 위한 데이터 누적관리 체계 구축""
4. ""4 사용자 로그인 및 관리 기능 신규 개발""
5. ""5 국가교육과정정보센터 접속자 통계 기록 및 데이터 추출 기능 신규 개발""",0.8823529411764706,1.0,technical,medium,15,1.8182151317596436,13.672234296798706,15.49044942855835,list,0
coverage_retry,0,doc_B,table_simple,NCIC 사업의 유지보수 내용은 무엇인가?,"웹사이트 운영 상 장애가 발생하지 않도록 점검 및 유지보수(WEB, WAS, DB 등), 사용자 요청에 따라 웹페이지 수정(게시판 추가, 배너 수정 등)","""ᆞ 유지보수 내용
1 웹사이트 운영 상 장애가 발생하지 않하도록 점검 및 유지보수(WEB, WAS, DB 등)
2 사용자 요청에 따라 웹페이지 수정(게시판 추가, 배너 수정 등)""

관련 문맥(요구된 키워드 관련 원문 인용)
- ""요구사항 분류 | 요구사항 분류 | 운영 및 유지관리 요구사항""
- ""요구사항상세설명 | 정의 | 국가교육과정정보센터(NCIC)운영 및 지원 업무 수행""
- ""❍사 업 명 : 국가교육과정정보센터(NCIC)시스템 운영 및 개선""
- ""1. 기본정보 | 사업명 | 국가교육과정정보센터(NCIC)시스템 운영 및 개선""
- ""국가교육과정 조사ᆞ분석ᆞ점검 데이터 누적ᆞ관리 체계 구축""
- ""국가교육과정정보센터(NCIC) 시스템의 지속적 관리ᆞ지원""
- ""제품별도입요건및 보안기준준수""

참고: 원문에는 대문자 표기 ""NCIC""로 되어 있으므로 관련 표기는 ""국가교육과정정보센터(NCIC)""로 인용하였습니다. 또한 요청된 키워드 중 'ncic'(소문자)는 원문에 정확한 소문자 표기는 없으므로 원문 관련 표현으로 대신 제시하였습니다.",0.8947368421052632,0.95,technical,medium,15,1.7383489608764648,74.98342442512512,76.72177338600159,list,1
coverage_retry,0,doc_B,table_simple,NCIC 사업의 추진 목표는 무엇인가?,국가교육과정 환경에 적합한 최신 기술을 도입하여 데이터를 체계적으로 관리하고 시스템의 안정적 확산을 위한 기반 마련,"""❍ 추진 목표: 국가교육과정 환경에 적합한 최신 기술을 도입하여 데이터를 체계적으로 관리하고 시스템의 안정적 확산을 위한 기반 마련""

관련 문맥(누락 키워드 포함, 원문 인용):
""1. 기본정보 | 사업명 | 국가교육과정정보센터(NCIC)시스템 운영 및 개선""  
""❍사 업 명 : 국가교육과정정보센터(NCIC)시스템 운영 및 개선""  
""기능 요구사항(SFR) | SFR-001 | 일반사항""  
""운영 및 유지관리요구사항(MAR) | MAR-001 | 국가교육과정정보센터(NCIC)운영 및 지원""  
""요구사항상세설명 | 정의 | 국가교육과정정보센터(NCIC)운영 및 지원 업무 수행""

참고: 요청하신 누락 키워드(문맥 표기)는 사업, 운영, 요구사항, ncic(문맥 표기는 ""NCIC""), 국가교육과정정보센터, 기능, 기본정보, 001, 지원, sfr(문맥 표기는 ""SFR"")입니다.",1.0,1.0,general,easy,15,1.627636194229126,49.30084586143494,50.92848205566406,direct,1
coverage_retry,0,doc_B,table_simple,NCIC 사업의 관련 법규는 무엇인가?,국가를 당사자로 하는 계약에 관한 법률 시행령 제43조 및 제43조의 2,"문맥에 따르면 관련 법규는 다음과 같이 표기되어 있습니다.

""1. 기본정보 | 사업명 | 국가교육과정정보센터(NCIC)시스템 운영 및 개선""

""관련법규 : 국가를 당사자로 하는 계약에 관한 법률 시행령 제43조 및 제43조의 2""

또한 관련 법률 목록으로 문맥에 다음이 기재되어 있습니다.

""법률 | o지능정보화 기본법o공공기관의 정보공개에 관한 법률o개인정보 보호법o소프트웨어 진흥법o인터넷주소자원에 관한 법률o전자서명법o전자정부법o정보통신기반 보호법o정보통신망 이용촉진 및 정보보호 등에 관한 법률o통신비밀보호법o국가를 당사자로 하는 계약에 관한 법률o하도급거래 공정화에 관한 법률o지방자치단체를 당사자로 하는 계약에 관한 법률o공공데이터의 제공 및 이용 활성화에 관한 법률""

추가로 문맥의 지침·관리 관련 문구는 다음과 같습니다.

""o정보시스템의 보안을 위하여 위험분석을 통한 보안 계획을 수립하고이를 적용하여야 한다. 이는 정보시스템의 구축 운영과 관련된“서비스접근 및 전달”,“플랫폼 및 기반구조”,“요소기술”및“인터페이스및 통합”분야를 모두 포함하여야 한다.""

""o소프트웨어 사업 계약 및 관리감독에 관한 지침(과학기술정보통신부고시)""",1.0,1.0,compliance,hard,15,1.6261167526245117,46.3853976726532,48.01151442527771,direct,1
coverage_retry,0,doc_C,table_complex,차세대 응급의료 상황관리시스템 구축 사업의 사업예산은 얼마인가?,"금일십사억원정(￦1,400,000,000원, VAT 포함)","""금일십사억원정 (₩1,400,000,000원, VAT포함)""

다음은 문맥에서 누락 키워드와 관련된 원문 인용입니다.

- ""나. 병원간 이송(이하 “전원”)이 현 응급의료에서 가장 취약한 영역""
- ""라. 광역상황실 병원선정 및 전원접수 처리를 위한 시스템 구축(서울, 대전, 대구, 광주)""
- ""마. 중앙응급의료상황실(이하 ‘중앙상황실’)의 업무 변경 및 광역응급의료상황실(이하 ‘광역상황실’)이 신규 구축됨에 따라 신규 기능의 추가 및 기존 노후 시스템의 고도화 및 재구축이 필요""
- ""IP교환기는 특수성을 고려하여 신뢰성, 확장성 및 다양한 부가 기능 구현에 중점을 둔IP네트워크 기반의 교환 시스템으로 한다.""
- ""ᄋ정기적인 시스템 점검 및 장애 처리 대응으로 운영 및유지관리 비용 최소화ᄋ 보건복지부, 응급의료기관 등 유관기관과 업무협력 체계 구축""

참고: 요청된 누락 키워드 중 '하며' 및 '있음'에 해당하는 원문 표현은 문맥에서 찾을 수 없습니다.",0.5,1.0,budget,easy,15,1.5465710163116455,51.501731634140015,53.04830265045166,direct,1
coverage_retry,0,doc_C,table_complex,차세대 응급의료 상황관리시스템의 사업기간은?,계약일로부터 2024년 12월 31일까지,"""나. 사업기간 : 계약일로부터 2024년 12월 31일까지""

관련 문맥(원문 인용):
- ""2024년도 차세대 응급의료 상황관리시스템 구축""
- ""나. 병원간 이송(이하 “전원”)이 현 응급의료에서 가장 취약한 영역""
- ""사업수행실적내용""
- ""사업 실적 증명원""
- ""위 사실을 증명함년 월 일""
- ""중간보고(착수 4개월 전후)""

참고: 키워드 ""있음""에 해당하는 정확한 문구는 문맥에서 찾을 수 없습니다.",1.0,1.0,schedule,easy,15,2.1323022842407227,43.60321092605591,45.73551321029663,direct,1
coverage_retry,0,doc_C,table_complex,응급의료 상황관리시스템 구축의 추진배경에서 전원(병원간 이송) 관련 문제점은?,"중증응급환자의 전원 수용병원 결정을 위해 수차례의 수용 요청이 필요하며 평균 9.3개의 의료기관에 전원의뢰, 지역응급의료기관 등 당직의사 1명인 곳에서는 전원 섭외 중 환자 진료가 불가능하고 섭외 시간만큼 환자 치료가 지연","문맥에서 전원(병원간 이송) 관련 문제점은 다음과 같이 제시되어 있습니다.

- ""응급의료는 국민의 생명과 직결되는 대표적인 필수의료 분야이나 최근 응급실 뺑뺑이 사건 등 병원 전 단계에서 치료 가능한 응급실 섭외 지연 문제 발생""  
- ""병원간 이송(이하 “전원”)이 현 응급의료에서 가장 취약한 영역""  
- ""- 중증응급환자의 전원 수용병원 결정을 위해 수차례의 수용 요청이 필요(‘22년 중앙응급의료상황실 자료에 따르면 평균 9.3개의 의료기관에 전원의뢰)""  
- ""- 지역응급의료기관 등 당직의사가 1명에 불과한 곳에서는 전원 섭외 중 환자 진료가 불가능하고 섭외 시간만큼 환자 치료가 지연""  
- ""- ‘12년 응급상담의 119 이전 이후, 소방 구급상황관리센터에서 전원 업무 수행중이나, 일선에서는 비 작동""  
  ""- 비 의료조직인 소방에 의한 전원 조정에 대한 응급의료기관의 정서적 거부감""  
  ""- 잦은 인사이동으로 인한 소방의 전문성 결여""

문맥 내 관련 키워드(증거로 인용된 표현):
- ""전원접수 | 환자접수 새로고침"" / ""전원접수 | 사전의뢰정보 목록 출력"" / ""전원접수 | 상황처리 새로고침""  
- ""요구사항 분류 | 요구사항 분류 | 기능 요구사항"" / (예) ""요구사항 고유번호 | 요구사항 고유번호 | SFR-003""  
- ""대시보드 | 전원접수 출력"" / ""대시보드 | 전원접수 새로고침"" / ""대시보드 | 전체 새로고침"" / ""전원접수 | 사전의뢰정보 목록 출력"" (출력 포함)  
- ""전원 및 재난 시 사용할 수 있는 응급의료 상황접수시스템을 구축('18)"" (시스템, 재난, 구축 포함)  
- ""가용병상현황의 응급의료자원정보를 수집·관리·제공"" (정보 포함)  
- ""접수 | 상황요원 | ∙시스템 접수 진행 후 요청자 정보 등 파악"" (상황요원, 시스템 포함)

위 인용문 외의 정보는 문맥에서 찾을 수 없습니다.",0.8888888888888888,0.9629629629629629,technical,medium,15,2.1100873947143555,83.86695575714111,85.97704315185547,list,1
coverage_retry,0,doc_C,table_complex,응급의료 상황관리시스템의 예산코드는 무엇인가?,29. 중앙응급의료센터 운영지원-관리운영비-외주용역비-광역상황실,"""라. 예산코드 : 29. 중앙응급의료센터 운영지원-관리운영비-외주용역비-광역상황실""

문맥 인용(요구된 키워드 관련):
- ""요구사항 분류 | 요구사항 분류 | 시스템 장비구성""
- ""전원 및 재난 시 사용할 수 있는 응급의료 상황접수시스템을 구축('18)""
- ""o해당 품목은 해당 정보화사업의 운영및 유지관리 사업기간(또는 구축기간)내 도입되어야함.o직접 구매시 행정적인 업무증가 뿐만아니라 운반, 설치, 테스트에 대한 비용이 현저하게 증가할 수 있음.o해당 정보화 사업은기간계시스템으로다수의 시스템과 상호 연계가 필수적인 시스템으로 분리 발주할 경우 사업의 지연 및 비용이 현저하게 상승할수 있음.""
- ""위 사실을 증명함년 월 일""

참고: 문맥에서 정확한 문자열 ""있음""은 찾을 수 없습니다. 해당 정보를 찾을 수 없습니다.",1.0,1.0,budget,hard,15,1.4862632751464844,51.90267300605774,53.388936281204224,direct,1
